replacement_id,incident_id,part_id,service_date,replacement_cost,labor_cost,transportation_cost,warranty_status,resolution_date,service_center,part_arrival_date
1725,2856,18,2024-11-01,10106.76,1340.65,647.51,Out of Warranty,2024-12-04,Service Center 5,2024-11-29
1726,2857,14,2024-11-01,700.49,1939.39,491.53,In Warranty,2024-11-11,Service Center 3,2024-11-07
1727,2869,10,2024-11-01,3622.61,297.56,483.23,In Warranty,2024-11-26,Service Center 3,2024-11-22
1728,2857,12,2024-11-01,4164.54,849.25,1236.3,In Warranty,2024-11-11,Service Center 3,2024-11-07
1729,2832,7,2024-11-02,929.9,951.34,187.74,Out of Warranty,2024-11-06,Service Center 5,2024-11-04
1730,2864,26,2024-11-02,1668.59,7016.83,2250.75,Out of Warranty,2024-11-13,Service Center 1,2024-11-10
1731,2846,16,2024-11-03,2067.22,1096.45,337.32,In Warranty,2024-11-16,Service Center 8,2024-11-12
1732,2786,25,2024-11-03,5676.26,4759.47,244.48,In Warranty,2024-11-06,Service Center 7,2024-11-03
1733,2868,24,2024-11-03,1195.78,1490.47,55.71,In Warranty,2024-11-06,Service Center 2,2024-11-03
1734,2805,18,2024-11-03,9534.09,1007.47,215.01,Out of Warranty,2024-11-04,Service Center 7,2024-11-03
1735,2873,18,2024-11-03,9418.15,1084.9,646.95,Out of Warranty,2024-11-14,Service Center 6,2024-11-12
1736,2863,28,2024-11-04,336.55,2241.74,85.7,In Warranty,2024-11-10,Service Center 4,2024-11-04
1737,2880,25,2024-11-06,5759.2,7165.72,772.02,In Warranty,2024-11-21,Service Center 5,2024-11-15
1738,2866,26,2024-11-07,1819.56,4517.18,2503.58,In Warranty,2024-11-20,Service Center 6,2024-11-15
1739,2891,9,2024-11-07,1586.73,829.54,1550.69,In Warranty,2024-11-18,Service Center 4,2024-11-14
1740,2885,22,2024-11-07,2645.04,1925.61,1488.81,In Warranty,2024-11-15,Service Center 6,2024-11-14
1741,2859,7,2024-11-07,884.37,1131.66,47.97,In Warranty,,Service Center 7,2024-11-07
1742,2892,17,2024-11-08,6947.95,1587.22,98.64,In Warranty,2024-11-11,Service Center 3,2024-11-08
1743,2877,9,2024-11-08,1602.43,1420.9,361.54,In Warranty,2024-11-11,Service Center 7,2024-11-08
1744,2887,1,2024-11-08,1285.36,3555.91,2322.06,In Warranty,,Service Center 2,2024-11-16
1745,2901,13,2024-11-09,452.19,2652.08,418.97,In Warranty,2024-11-13,Service Center 5,2024-11-09
1746,2900,4,2024-11-09,2950.47,4374.37,240.81,In Warranty,2024-11-16,Service Center 2,2024-11-11
1747,2905,24,2024-11-10,1056.31,1605.35,187.92,In Warranty,2024-11-16,Service Center 4,2024-11-13
1748,2898,7,2024-11-10,921.49,1306.45,179.08,In Warranty,2024-11-17,Service Center 5,2024-11-12
1749,2874,20,2024-11-11,5451.54,1693.65,1527.25,In Warranty,2024-11-26,Service Center 5,2024-11-21
1750,2897,20,2024-11-12,5132.33,1815.91,1385.35,In Warranty,2024-11-30,Service Center 1,2024-11-28
1751,2903,22,2024-11-12,2710.78,1873.07,1449.71,Out of Warranty,2024-11-23,Service Center 4,2024-11-19
1752,2916,30,2024-11-12,924.16,748.11,150.19,Out of Warranty,2024-11-15,Service Center 2,2024-11-12
1753,2878,18,2024-11-12,9858.54,1646.61,619.26,In Warranty,2024-11-19,Service Center 1,2024-11-17
1754,2908,10,2024-11-12,3588.32,1013.95,166.81,In Warranty,2024-11-13,Service Center 1,2024-11-12
1755,2878,17,2024-11-12,6663.89,499.29,262.78,In Warranty,2024-11-19,Service Center 1,2024-11-17
1756,2921,20,2024-11-13,5474.76,1248.18,1570.66,Out of Warranty,2024-11-26,Service Center 1,2024-11-25
1757,2883,30,2024-11-13,920.46,1190.59,171.57,In Warranty,2024-11-15,Service Center 2,2024-11-13
1758,2912,1,2024-11-13,1170.37,4509.43,1962.87,In Warranty,2024-11-24,Service Center 5,2024-11-22
1759,2915,30,2024-11-14,862.09,1403.84,478.85,In Warranty,2024-11-24,Service Center 7,2024-11-21
1760,2923,22,2024-11-14,2837.76,1907.11,1683.72,In Warranty,2024-11-28,Service Center 1,2024-11-26
1761,2910,21,2024-11-14,4080.24,1554.86,1760.52,In Warranty,2024-11-25,Service Center 8,2024-11-22
1762,2904,5,2024-11-14,3290.2,1875.45,521.67,In Warranty,2024-11-18,Service Center 2,2024-11-16
1763,2927,13,2024-11-15,475.51,2238.98,1525.84,In Warranty,2024-11-26,Service Center 2,2024-11-24
1764,2918,13,2024-11-15,471.4,2623.13,1510.7,In Warranty,2024-11-25,Service Center 2,2024-11-23
1765,2917,12,2024-11-17,4158.98,2162.41,914.11,Out of Warranty,2024-11-28,Service Center 4,2024-11-26
1766,2929,11,2024-11-18,2161.94,1793.42,182.62,In Warranty,2024-11-25,Service Center 1,2024-11-20
1767,2929,13,2024-11-18,485.21,1020.12,1565.07,In Warranty,2024-11-25,Service Center 1,2024-11-20
1768,2938,18,2024-11-19,9740.54,1289.36,524.56,In Warranty,2024-12-05,Service Center 2,2024-12-01
1769,2941,7,2024-11-20,901.07,841.86,55.78,In Warranty,2024-11-21,Service Center 4,2024-11-20
1770,2930,21,2024-11-20,3939.88,1947.35,483.22,In Warranty,2024-11-30,Service Center 5,2024-11-20
1771,2937,6,2024-11-20,2355.18,2414.22,1183.92,Out of Warranty,2024-12-01,Service Center 8,2024-11-28
1772,2959,9,2024-11-20,1642.19,1039.22,511.71,Out of Warranty,2024-11-22,Service Center 1,2024-11-20
1773,2950,29,2024-11-20,4577.76,1599.87,1285.0,In Warranty,2024-11-26,Service Center 3,2024-11-24
1774,2930,20,2024-11-20,5510.39,910.81,438.36,In Warranty,2024-11-30,Service Center 5,2024-11-20
1775,2945,29,2024-11-21,5147.58,2188.86,1361.71,In Warranty,2024-12-02,Service Center 1,2024-11-29
1776,2944,5,2024-11-21,3066.58,2442.65,202.56,Out of Warranty,2024-11-23,Service Center 6,2024-11-21
1777,2943,13,2024-11-21,453.61,1650.13,1202.24,Out of Warranty,2024-12-05,Service Center 2,2024-12-03
1778,2931,15,2024-11-21,13983.18,1739.0,283.37,In Warranty,2024-11-25,Service Center 8,2024-11-24
1779,2949,6,2024-11-21,2330.51,2153.73,434.62,In Warranty,2024-11-22,Service Center 3,2024-11-21
1780,2949,5,2024-11-21,3187.13,854.12,197.26,In Warranty,2024-11-22,Service Center 3,2024-11-21
1781,2967,27,2024-11-23,8344.97,2436.9,2052.29,In Warranty,2024-12-19,Service Center 5,2024-12-16
1782,2967,28,2024-11-23,379.02,1259.75,256.59,In Warranty,2024-12-19,Service Center 5,2024-12-16
1783,2966,9,2024-11-24,1601.79,1425.07,1707.46,In Warranty,2024-12-07,Service Center 2,2024-12-02
1784,2972,11,2024-11-25,2274.67,2369.93,158.19,In Warranty,2024-12-01,Service Center 4,2024-11-29
1785,2979,8,2024-11-25,1958.36,954.59,949.51,In Warranty,2024-12-03,Service Center 1,2024-11-29
1786,2964,22,2024-11-25,2589.01,1888.79,1170.35,In Warranty,2024-12-14,Service Center 3,2024-12-13
1787,2948,16,2024-11-25,1963.22,1821.9,299.37,In Warranty,2024-12-08,Service Center 5,2024-12-01
1788,2955,5,2024-11-26,3500.18,1988.03,702.5,Out of Warranty,2024-12-02,Service Center 2,2024-12-01
1789,2978,2,2024-11-26,674.5,3091.05,417.28,In Warranty,2024-12-03,Service Center 2,2024-11-26
1790,2982,24,2024-11-26,1058.6,1970.65,55.71,In Warranty,2024-12-01,Service Center 7,2024-11-26
1791,2965,8,2024-11-26,1964.86,1337.77,1077.69,In Warranty,2024-12-15,Service Center 7,2024-12-11
1792,2970,22,2024-11-26,2713.36,2257.62,1378.19,In Warranty,2024-12-16,Service Center 1,2024-12-13
1793,2955,6,2024-11-26,2454.99,641.65,1320.79,Out of Warranty,2024-12-02,Service Center 2,2024-12-01
1794,2978,3,2024-11-26,18468.73,1606.4,583.43,In Warranty,2024-12-03,Service Center 2,2024-11-26
1795,2985,8,2024-11-27,1966.42,1082.48,1175.33,In Warranty,2024-12-06,Service Center 8,2024-12-03
1796,2993,13,2024-11-28,450.98,1787.41,1264.29,In Warranty,2024-12-09,Service Center 7,2024-12-02
1797,2973,25,2024-11-28,5592.66,7134.82,216.78,Out of Warranty,2024-12-06,Service Center 7,2024-11-28
1798,2988,10,2024-11-29,3344.08,959.58,568.9,In Warranty,2024-12-12,Service Center 1,2024-12-06
1799,2997,6,2024-12-01,2359.17,1378.79,1160.98,In Warranty,2024-12-26,Service Center 6,2024-12-20
1800,3001,20,2024-12-01,5662.51,1932.3,478.03,In Warranty,2024-12-06,Service Center 4,2024-12-01
1801,2995,26,2024-12-02,1867.99,7510.65,2349.03,In Warranty,2024-12-14,Service Center 4,2024-12-11
1802,2995,25,2024-12-02,5821.82,2141.32,732.21,In Warranty,2024-12-14,Service Center 4,2024-12-11
1803,3005,8,2024-12-03,1834.98,1366.48,287.98,In Warranty,2024-12-06,Service Center 2,2024-12-03
1804,3008,15,2024-12-03,14014.16,1546.62,289.11,Out of Warranty,2024-12-13,Service Center 5,2024-12-08
1805,2975,23,2024-12-03,2055.15,1528.4,1106.37,Out of Warranty,2024-12-12,Service Center 5,2024-12-10
1806,3005,9,2024-12-03,1441.27,511.31,387.09,In Warranty,2024-12-06,Service Center 2,2024-12-03
1807,3013,27,2024-12-04,9239.85,3100.26,2509.91,Out of Warranty,2024-12-23,Service Center 5,2024-12-20
1808,2998,15,2024-12-04,13900.98,1284.18,225.22,In Warranty,2024-12-08,Service Center 3,2024-12-07
1809,3012,17,2024-12-05,7413.28,1585.69,223.59,Out of Warranty,2024-12-12,Service Center 1,2024-12-08
1810,3018,8,2024-12-05,1922.94,1139.04,1023.49,In Warranty,,Service Center 5,2024-12-21
1811,3023,12,2024-12-06,4044.27,1722.84,1340.96,In Warranty,2024-12-11,Service Center 6,2024-12-10
1812,3031,25,2024-12-08,5850.32,7738.53,932.48,In Warranty,2024-12-14,Service Center 2,2024-12-11
1813,3027,16,2024-12-08,2063.21,1373.55,327.33,In Warranty,2024-12-18,Service Center 6,2024-12-13
1814,3042,11,2024-12-09,2364.29,1472.73,160.02,In Warranty,2024-12-15,Service Center 1,2024-12-13
1815,3028,4,2024-12-09,2692.39,4124.97,286.43,In Warranty,2024-12-17,Service Center 7,2024-12-11
1816,3032,13,2024-12-09,443.48,2897.99,1687.13,In Warranty,2024-12-29,Service Center 6,2024-12-28
1817,3035,24,2024-12-09,1195.38,2202.76,142.2,In Warranty,2024-12-13,Service Center 3,2024-12-11
1818,3042,13,2024-12-09,461.17,657.0,1491.03,In Warranty,2024-12-15,Service Center 1,2024-12-13
1819,3032,14,2024-12-09,688.0,1039.74,659.54,In Warranty,2024-12-29,Service Center 6,2024-12-28
1820,3040,9,2024-12-10,1493.36,994.9,1249.97,In Warranty,2024-12-14,Service Center 1,2024-12-13
1821,3040,8,2024-12-10,1819.1,484.49,934.05,In Warranty,2024-12-14,Service Center 1,2024-12-13
1822,3046,27,2024-12-11,9124.34,2877.71,504.74,In Warranty,2024-12-16,Service Center 3,2024-12-11
1823,3034,16,2024-12-11,1870.07,1105.41,217.71,In Warranty,2024-12-22,Service Center 3,2024-12-21
1824,3036,4,2024-12-11,2794.42,5383.44,252.78,Out of Warranty,2024-12-17,Service Center 2,2024-12-13
1825,3039,16,2024-12-11,1869.77,1179.03,291.0,Out of Warranty,2024-12-27,Service Center 5,2024-12-19
1826,3030,22,2024-12-11,2580.15,1324.73,1416.17,Out of Warranty,2024-12-20,Service Center 4,2024-12-15
1827,3048,7,2024-12-12,931.7,1185.04,41.34,In Warranty,2024-12-14,Service Center 6,2024-12-12
1828,3019,16,2024-12-12,1827.01,1043.36,255.66,In Warranty,2024-12-20,Service Center 6,2024-12-19
1829,3037,2,2024-12-12,676.76,3362.42,1842.3,In Warranty,2024-12-22,Service Center 2,2024-12-18
1830,3037,4,2024-12-12,2750.43,1704.52,223.93,In Warranty,2024-12-22,Service Center 2,2024-12-18
1831,3068,21,2024-12-13,3921.13,2076.13,1135.71,In Warranty,2024-12-24,Service Center 6,2024-12-22
1832,3067,30,2024-12-14,929.37,927.21,484.16,In Warranty,2024-12-20,Service Center 2,2024-12-16
1833,3060,10,2024-12-14,3504.49,907.19,162.3,Out of Warranty,2024-12-21,Service Center 8,2024-12-14
1834,3064,7,2024-12-14,863.9,1142.13,140.03,Out of Warranty,2024-12-21,Service Center 3,2024-12-18
1835,3044,19,2024-12-14,24020.92,1892.02,1054.73,Out of Warranty,2024-12-21,Service Center 1,2024-12-19
1836,3052,5,2024-12-14,3354.28,1315.36,624.57,In Warranty,2024-12-18,Service Center 3,2024-12-16
1837,3060,8,2024-12-14,1945.56,353.2,426.86,Out of Warranty,2024-12-21,Service Center 8,2024-12-14
1838,3057,5,2024-12-15,3083.62,2159.65,211.86,In Warranty,2024-12-18,Service Center 6,2024-12-15
1839,3065,21,2024-12-15,4147.89,1978.92,1455.27,Out of Warranty,2025-01-02,Service Center 3,2024-12-30
1840,3053,26,2024-12-15,1794.33,7757.05,1873.25,In Warranty,2024-12-27,Service Center 2,2024-12-26
1841,3075,8,2024-12-15,1867.04,1328.66,1319.15,Out of Warranty,2024-12-23,Service Center 3,2024-12-20
1842,3049,16,2024-12-16,1842.23,1708.72,272.77,Out of Warranty,2024-12-20,Service Center 2,2024-12-19
1843,3059,21,2024-12-16,3904.44,1254.33,1269.0,Out of Warranty,2025-01-12,Service Center 3,2025-01-10
1844,3055,18,2024-12-16,9844.29,1933.4,190.65,In Warranty,2024-12-20,Service Center 3,2024-12-16
1845,3078,30,2024-12-17,902.89,755.01,551.36,In Warranty,2024-12-26,Service Center 1,2024-12-24
1846,3072,7,2024-12-17,871.86,1062.85,51.37,In Warranty,,Service Center 5,2024-12-17
1847,3063,27,2024-12-17,8249.18,2023.57,2068.07,In Warranty,2024-12-22,Service Center 2,2024-12-20
1848,3074,9,2024-12-17,1597.63,1279.06,376.33,In Warranty,2024-12-21,Service Center 1,2024-12-17
1849,3079,9,2024-12-17,1544.97,1169.84,1774.76,In Warranty,2025-01-06,Service Center 3,2025-01-02
1850,3079,10,2024-12-17,3789.44,314.61,504.12,In Warranty,2025-01-06,Service Center 3,2025-01-02
1851,3054,15,2024-12-18,14346.4,1570.73,337.43,In Warranty,2024-12-20,Service Center 6,2024-12-19
1852,3070,7,2024-12-18,894.02,833.58,191.61,In Warranty,2024-12-23,Service Center 8,2024-12-19
1853,3082,15,2024-12-18,14673.49,1928.14,255.78,In Warranty,2024-12-26,Service Center 1,2024-12-23
1854,3084,7,2024-12-19,899.34,843.52,125.48,In Warranty,2024-12-23,Service Center 3,2024-12-21
1855,3088,18,2024-12-19,10227.26,1342.52,557.44,Out of Warranty,2025-01-04,Service Center 1,2024-12-31
1856,3083,7,2024-12-19,893.49,1264.8,52.52,Out of Warranty,2024-12-23,Service Center 1,2024-12-19
1857,3080,14,2024-12-19,717.99,1801.98,151.38,In Warranty,2024-12-21,Service Center 2,2024-12-19
1858,3103,27,2024-12-20,8752.83,2844.86,1580.8,In Warranty,2024-12-26,Service Center 3,2024-12-25
1859,3090,18,2024-12-20,9560.14,1124.81,550.95,In Warranty,,Service Center 6,2025-01-06
1860,3095,23,2024-12-20,2301.99,2103.95,1201.6,In Warranty,2025-01-16,Service Center 2,2025-01-10
1861,3066,14,2024-12-21,722.9,2692.05,550.36,In Warranty,2024-12-28,Service Center 3,2024-12-22
1862,3096,11,2024-12-21,2189.3,1532.09,175.13,In Warranty,2024-12-28,Service Center 4,2024-12-22
1863,3096,14,2024-12-21,724.5,1162.86,687.28,In Warranty,2024-12-28,Service Center 4,2024-12-22
1864,3089,23,2024-12-22,2038.19,2032.54,1391.14,In Warranty,2025-01-11,Service Center 1,2025-01-08
1865,3104,19,2024-12-22,23037.83,1577.44,1372.41,In Warranty,2024-12-29,Service Center 2,2024-12-26
1866,3108,9,2024-12-23,1645.74,1118.28,1710.76,In Warranty,2024-12-31,Service Center 3,2024-12-29
1867,3112,15,2024-12-23,14072.1,1678.04,240.55,In Warranty,2025-01-01,Service Center 1,2024-12-30
1868,3093,5,2024-12-23,3173.59,2388.38,707.23,In Warranty,2025-01-03,Service Center 6,2024-12-29
1869,3116,10,2024-12-23,3390.57,771.12,488.94,In Warranty,2024-12-31,Service Center 6,2024-12-27
1870,3126,11,2024-12-24,2179.2,1888.83,163.35,Out of Warranty,2024-12-27,Service Center 6,2024-12-25
1871,3092,27,2024-12-24,8675.5,1939.03,2422.03,In Warranty,2025-01-05,Service Center 1,2025-01-02
1872,3120,11,2024-12-24,2391.37,1981.5,136.29,In Warranty,2024-12-28,Service Center 1,2024-12-24
1873,3125,8,2024-12-24,1862.89,1294.45,1075.15,Out of Warranty,2024-12-29,Service Center 2,2024-12-26
1874,3114,30,2024-12-24,880.38,1109.8,628.76,Out of Warranty,2024-12-30,Service Center 1,2024-12-27
1875,3069,8,2024-12-24,1727.42,1152.65,981.57,Out of Warranty,2025-01-04,Service Center 6,2025-01-02
1876,3097,1,2024-12-25,1209.95,3652.03,2895.11,In Warranty,2025-01-27,Service Center 1,2025-01-21
1877,3111,24,2024-12-25,1154.33,2149.07,154.56,Out of Warranty,,Service Center 3,2024-12-27
1878,3117,13,2024-12-25,488.7,2658.17,370.51,In Warranty,2024-12-28,Service Center 4,2024-12-25
1879,3109,1,2024-12-25,1226.13,5583.25,2464.39,In Warranty,2025-01-04,Service Center 2,2024-12-30
1880,3121,18,2024-12-26,9414.96,1586.98,543.15,In Warranty,2025-01-16,Service Center 1,2025-01-14
1881,3122,24,2024-12-26,1208.57,1502.49,58.4,In Warranty,2025-01-03,Service Center 5,2024-12-26
1882,3139,23,2024-12-26,2263.64,2409.78,1030.14,In Warranty,2025-01-04,Service Center 1,2025-01-02
1883,3124,6,2024-12-26,2545.43,2422.89,1649.25,In Warranty,2025-01-06,Service Center 2,2025-01-04
1884,3121,16,2024-12-26,2058.01,595.77,295.76,In Warranty,2025-01-16,Service Center 1,2025-01-14
1885,3145,13,2024-12-27,460.19,1762.03,1586.35,In Warranty,2025-01-07,Service Center 1,2025-01-02
1886,3150,18,2024-12-28,9095.57,1242.86,629.63,In Warranty,2025-01-16,Service Center 1,2025-01-13
1887,3146,7,2024-12-28,969.38,1085.73,148.25,In Warranty,2025-01-02,Service Center 8,2024-12-31
1888,3129,18,2024-12-28,9866.57,1368.66,721.42,In Warranty,2025-01-23,Service Center 5,2025-01-15
1889,3129,16,2024-12-28,2026.2,656.88,273.97,In Warranty,2025-01-23,Service Center 5,2025-01-15
1890,3110,15,2024-12-29,14968.0,1332.52,77.11,In Warranty,2024-12-31,Service Center 7,2024-12-29
1891,3148,20,2024-12-29,5519.49,2366.4,1234.36,In Warranty,2025-01-06,Service Center 1,2025-01-02
1892,3151,17,2024-12-29,7236.09,1521.27,257.16,In Warranty,2025-01-12,Service Center 2,2025-01-06
1893,3137,28,2024-12-29,366.29,2245.83,200.95,In Warranty,2025-01-05,Service Center 6,2025-01-01
1894,3156,27,2024-12-29,8755.36,3421.46,493.36,In Warranty,2025-01-02,Service Center 7,2024-12-29
1895,3159,18,2024-12-30,9051.42,1065.46,629.31,In Warranty,2025-01-04,Service Center 2,2025-01-02
1896,3134,27,2024-12-30,9099.81,2316.87,2029.82,Out of Warranty,2025-01-05,Service Center 5,2024-12-31
1897,3152,8,2024-12-30,1854.46,817.32,311.12,Out of Warranty,2025-01-02,Service Center 3,2024-12-30
1898,3123,3,2024-12-30,17870.64,5800.57,1767.49,In Warranty,2025-01-10,Service Center 5,2025-01-03
1899,3149,5,2024-12-30,3447.22,2316.1,726.68,Out of Warranty,2025-01-11,Service Center 7,2025-01-07
1900,3152,7,2024-12-30,931.27,306.31,58.09,Out of Warranty,2025-01-02,Service Center 3,2024-12-30
1901,3140,8,2024-12-31,1798.77,1154.9,1163.97,In Warranty,2025-01-13,Service Center 5,2025-01-06
1902,3147,9,2024-12-31,1612.91,859.76,516.58,Out of Warranty,2025-01-04,Service Center 2,2024-12-31
1903,3153,27,2024-12-31,9016.4,2431.74,1977.67,In Warranty,2025-01-06,Service Center 2,2025-01-03
1904,3140,7,2024-12-31,941.99,329.86,159.74,In Warranty,2025-01-13,Service Center 5,2025-01-06
1905,3154,5,2025-01-01,3138.54,1355.07,553.69,In Warranty,2025-01-07,Service Center 1,2025-01-04
1906,3162,30,2025-01-01,893.85,1228.85,465.61,In Warranty,2025-01-10,Service Center 8,2025-01-09
1907,3171,7,2025-01-02,955.79,830.17,125.6,Out of Warranty,2025-01-07,Service Center 3,2025-01-03
1908,3165,14,2025-01-03,741.91,1681.15,670.04,In Warranty,2025-01-08,Service Center 1,2025-01-06
1909,3170,15,2025-01-03,14911.63,1558.74,234.67,In Warranty,2025-01-10,Service Center 6,2025-01-09
1910,3173,8,2025-01-03,1823.31,1107.87,332.61,In Warranty,2025-01-04,Service Center 1,2025-01-03
1911,3167,14,2025-01-04,762.96,2126.74,208.94,In Warranty,2025-01-09,Service Center 5,2025-01-04
1912,3175,4,2025-01-04,3002.08,4138.31,181.29,In Warranty,2025-01-09,Service Center 3,2025-01-05
1913,3144,5,2025-01-04,3401.74,2094.12,632.97,In Warranty,2025-01-13,Service Center 5,2025-01-07
1914,3175,1,2025-01-04,1290.35,1721.69,2469.46,In Warranty,2025-01-09,Service Center 3,2025-01-05
1915,3161,8,2025-01-05,1872.39,1046.11,416.19,In Warranty,2025-01-08,Service Center 7,2025-01-05
1916,3176,11,2025-01-05,2204.47,1674.04,176.76,Out of Warranty,2025-01-08,Service Center 6,2025-01-06
1917,3179,7,2025-01-05,948.41,1079.84,178.71,In Warranty,2025-01-12,Service Center 4,2025-01-09
1918,3180,7,2025-01-06,905.7,742.07,45.18,Out of Warranty,2025-01-07,Service Center 4,2025-01-06
1919,3189,12,2025-01-07,4491.42,2390.31,1171.24,In Warranty,2025-01-18,Service Center 2,2025-01-17
1920,3163,7,2025-01-07,923.68,965.88,150.63,Out of Warranty,2025-01-12,Service Center 2,2025-01-09
1921,3187,1,2025-01-07,1191.56,5760.21,2728.25,Out of Warranty,2025-01-16,Service Center 1,2025-01-11
1922,3188,7,2025-01-07,885.88,1208.04,132.11,In Warranty,2025-01-11,Service Center 4,2025-01-09
1923,3193,19,2025-01-07,22001.38,1246.74,1224.9,In Warranty,2025-02-04,Service Center 4,2025-01-30
1924,3172,19,2025-01-07,23691.44,1230.61,1229.45,In Warranty,2025-01-21,Service Center 3,2025-01-13
1925,3191,16,2025-01-07,1995.37,1487.49,237.13,In Warranty,2025-01-16,Service Center 3,2025-01-10
1926,3191,18,2025-01-07,10347.82,501.26,490.88,In Warranty,2025-01-16,Service Center 3,2025-01-10
1927,3187,3,2025-01-07,19176.82,2344.04,2274.64,Out of Warranty,2025-01-16,Service Center 1,2025-01-11
1928,3166,12,2025-01-08,4499.89,1581.94,979.24,Out of Warranty,2025-01-29,Service Center 5,2025-01-23
1929,3213,11,2025-01-10,2353.05,2882.97,129.45,In Warranty,2025-01-14,Service Center 4,2025-01-12
1930,3196,8,2025-01-10,1926.11,1453.3,313.93,Out of Warranty,2025-01-14,Service Center 1,2025-01-10
1931,3205,5,2025-01-10,3043.77,2201.87,498.46,In Warranty,2025-01-21,Service Center 1,2025-01-17
1932,3209,1,2025-01-10,1230.23,3907.28,557.35,In Warranty,2025-01-13,Service Center 6,2025-01-10
1933,3184,14,2025-01-10,706.9,2643.26,617.85,In Warranty,2025-01-18,Service Center 2,2025-01-14
1934,3202,12,2025-01-10,4387.0,1621.07,1163.62,In Warranty,2025-01-19,Service Center 6,2025-01-16
1935,3201,2,2025-01-10,699.2,4203.25,2089.08,In Warranty,2025-01-15,Service Center 1,2025-01-14
1936,3133,7,2025-01-10,906.02,925.07,42.81,In Warranty,2025-01-13,Service Center 5,2025-01-10
